00003_baalaaxeechia_universe-everything-around-us|baalaaxeechia
02968_s_b_xaaliaxkaate-iisheek_died-from-old-age_CGL|xaaliaxkaate iisheek
02969_b_dataksheek_choked-and-died_CGL|dataksheek
02970_b_iiliaheehaawik_breathed-their-last-breath_CGL|iiliaheehaawik
02970_s_b_iiliaheehaawik_breathed-their-last-breath_CGL|iiliaheehaawik
02971_b_bilaxe-alapeek_kicked-the-bucket-idiom_CGL|bilaxe alapeek
02971_s_b_bilaxe-alapeek_kicked-the-bucket-idiom_CGL|bilaxe alapeek
02973_b_ooxpuuk_shot_CGL|ooxpuuk
02973_s_b_ooxpuuk_shot_CGL|ooxpuuk
02974_b_iishualaxeemmik_broken-neck_CGL|iishualaxeemmik
02974_s_b_iishualaxeemmik_broken-neck_CGL|iishualaxeemmik
02976_b_sheechilisaak_not-afraid-to-die_CGL|sheechilisaak
02976_s_b_sheechilisaak_not-afraid-to-die_CGL|sheechilisaak
02978_b_sheechilik_fearful-of-death_CGL|sheechilik
02978_s_b_sheechilik_fearful-of-death_CGL|sheechilik
02979_b_aweealaxaasshik_hanging-on_CGL|aweealaxaasshik
02979_s_b_aweealaxaasshik_hanging-on_CGL|aweealaxaasshik
02981_b_iihshiisheek_accidentally-killing-self_CGL|iihshiisheek
02981_s_b_iihshiisheek_accidentally-killing-self_CGL|iihshiisheek
02984_b_baaiakaataasheek_died-young_CGL|baaiakaataasheek
02984_s_b_baaiakaataasheek_died-young_CGL|baaiakaataasheek
02988_b_itannessaalek_left-before-their-time_CGL|itannessaalek
02988_s_b_itannessaalek_left-before-their-time_CGL|itannessaalek
02991_b_itaasheelak_almost-died_CGL|itaasheelak
02991_s_b_itaasheelak_almost-died_CGL|itaasheelak
02994_b_itaasheetahinnak_very-nearly-died_CGL|itaasheetahinnak
02994_s_b_itaasheetahinnak_very-nearly-died_CGL|itaasheetahinnak
03000_b_iilaaleeiipaashia_car-wreck_CGL|iilaaleeiipaashia
03001_b_anneewishkaashik_seriously-ill_CGL|anneewishkaashik
03001_s_b_anneewishkaashik_seriously-ill_CGL|anneewishkaashik
03004_b_hilineesa-ihkakooxpik_accidentally-shot-self_CGL|hilineesa ihkakooxpik
03004_s_b_hilineesa-ihkakooxpik_accidentally-shot-self_CGL|hilineesa ihkakooxpik
03006_b_baalappe_killer_CGL|baalappe
03007_b_akbaachilappeek_murderer_CGL|akbaachilappeek
03007_s_b_akbaachilappeek_murderer_CGL|akbaachilappeek
03013_b_akbaallapeek_murder_CGL|akbaallapeek
03013_s_b_akbaallapeek_murder_CGL|akbaallapeek
03014_b_dappeetaahilakdaapeek_beat-to-death_CGL|dappeetaahilakdaapeek
03014_s_b_dappeetaahilakdaapeek_beat-to-death_CGL|dappeetaahilakdaapeek
03016_b_aashuuapashkuk_cutting-off-head_CGL|aashuuapashkuk
03016_s_b_aashuuapashkuk_cutting-off-head_CGL|aashuuapashkuk
03019_b_ashkootaalaapiio_massacre_CGL|ashkootaalaapiio
03024_b_baalappeewiak_wants-to-kill_CGL|baalappeewiak
03024_s_b_baalappeewiak_wants-to-kill_CGL|baalappeewiak
03025_b_akdapiio_one-who-was-murdered_CGL|akdapiio
03026_b_balapiio_someone-who-was-murdered_CGL|balapiio
03028_b_uhpakaawe_hand-gun_CGL|uhpakaawe
03033_b_aatcheele_run-over-with-car_CGL|aatcheele
03033_s_b_aatcheele_run-over-with-car_CGL|aatcheele
03038_b_shechilissee_unafraid-to-die_CGL|shechilissee
03038_s_b_shechilissee_unafraid-to-die_CGL|shechilissee
03040_b_ihkak-ooxpik_shot-self_CGL|ihkak ooxpik
03040_s_b_ihkak-ooxpik_shot-self_CGL|ihkak ooxpik
03041_s_b_ihchalahpik_stabbed-self_CGL|ihchalahpik
03044_b_daxtak-sheek_choked-to-death_CGL|daxtak sheek
03044_s_b_daxtak-sheek_choked-to-death_CGL|daxtak sheek
03048_b_bilissheeluusaau_funeral_CGL|bilissheeluusaau
03049_b_bilishee-luushiiwiok_funeral_CGL|bilishee luushiiwiok
03049_s_b_bilishee-luushiiwiok_funeral_CGL|bilishee luushiiwiok
03050_b_bilishee-aweeawuusiiok_burial_CGL|bilishee aweeawuusiiok
03050_s_b_bilishee-aweeawuusiiok_burial_CGL|bilishee aweeawuusiiok
03054_b_akbilishee-hawasee_mortician_CGL|akbilishee hawasee
03055_b_kanbalee-iichiishdek_has-left-us_CGL|kanbalee iichiishdek
03055_s_b_kanbalee-iichiishdek_has-left-us_CGL|kanbalee iichiishdek
03056_b_iiwaaxpakdek_has-left-us-gone-beyond-sunset_CGL|iiwaaxpakdek
03056_s_b_iiwaaxpakdek_has-left-us-gone-beyond-sunset_CGL|iiwaaxpakdek
03057_b_ishbaaiishiiwee_obituary_CGL|ishbaaiishiiwee
03059_b_ischikaate-dappappaxiia_cut-finger-off-in-mourning_CGL|ischikaate dappappaxiia
03059_s_b_ischikaate-dappappaxiik_cut-finger-off-in-mourning_CGL|ischikaate dappappaxiik
03060_b_ische-duualehchek_cut-finger-off-in-mourning_CGL|ische duualehchek
03060_s_b_ische-duualehchek_cut-finger-off-in-mourning_CGL|ische duualehchek
03064_b_ishbaapkootassaak_day-of-mourning_CGL|ishbaapkootassaak
03064_s_b_ishbaapkootassaak_day-of-mourning_CGL|ishbaapkootassaak
03066_b_baapxaawik_bad-day_CGL|baapxaawik
03066_s_b_baapxaawik_bad-day_CGL|baapxaawik
03067_b_daaseiluusshishik_broken-hearted_CGL|daaseiluusshishik
03067_s_b_daaseiluusshishik_broken-hearted_CGL|daaseiluusshishik
03073_b_bachilasaashik_crying-out-to-lost-ones_CGL|bachilasaashik
03073_s_b_bachilasaashik_crying-out-to-lost-ones_CGL|bachilasaashik
03077_b_ishbaachipittuua_wearing-black_CGL|ishbaachipittuua
03079_b_isshiapashkuk_cut-hair_CGL|isshiapashkuk
03079_s_b_isshiapashkuk_cut-hair_CGL|isshiapashkuk
03080_b_ishchalaxaawepashkuk_cut-finger_CGL|ishchalaxaawepashkuk
03080_s_b_ishchalaxaawepashkuk_cut-finger_CGL|ishchalaxaawepashkuk
03081_b_baakooxiisak_stay-away-from-activity_CGL|baakooxiisak
03081_s_b_baakooxiisak_stay-away-from-activity_CGL|baakooxiisak
03082_b_baaatdeesaak_stay_CGL|baaatdeesaak
03082_s_b_baaatdeesaak_stay_CGL|baaatdeesaak
03083_b_ihchaa-awaxua_cutting-self-slashing-self_CGL|ihchaa awaxua
03083_s_b_ihchaa-awaxua_cutting-self-slashing-self_CGL|ihchaa awaxua
03084_b_aashua-alakokopak_piercing-head_CGL|aashua alakokopak
03084_s_b_aashua-alakokopak_piercing-head_CGL|aashua alakokopak
03086_b_ishtamneexapicheek_tear-drop--shedding-tears_CGL|ishtamneexapicheek
03086_s_b_ishtamneexapicheek_tear-drop--shedding-tears_CGL|ishtamneexapicheek
03095_baleiittaashteeiluuppe_sweater_FemaleCitation_CGL_2|baleiittaashteeiluuppe
03105_ammaakussdaxxalua_inheritance_FemaleCitation_CGL_2|ammaakussdaxxalua
03105_ammaakussdaxxalua_inheritance_FemaleStem_CGL_1|ammaakussdaxxalua
03105_ammaakussdaxxalua_inheritance_FemaleStem_CGL_2|ammaakussdaxxalua
03105_ammaakussdaxxalua_inheritance_FemaleStem_CGL_3|ammaakussdaxxalua
03109_s_b_daashbua_left-out-disinherit_CGL|daashbua
03111_s_b_ammakuleehche_what-is-given_CGL|ammakuleehche
03116_aatattaachihche_make-it-right_FemaleStem_CGL_1|aatattaachihche
03117_s_b_aaweeiihaam-kuusshdaaok_gone-to-another-land_CGL|aaweeiihaam kuusshdaaok
03118_s_b_aawaaiihaakuushdaaok_gone-to-another-place_CGL|aawaaiihaakuushdaaok
03119_s_b_aaweitchimkushdaaok_gone-to-a-better-place_CGL|aaweitchimkushdaaok
03121_b_akkoolashee_person-who-is-no-longer-here_CGL|akkoolashee
03122_b_akbaale-ishchishtee_people-who-have-left-us_CGL|akbaale ishchishtee
03123_b_kalakoolassee_gonedied_CGL|kalakoolassee
03123_s_b_kalakoolassee_gonedied_CGL|kalakoolassee
03124_b_iilaaxbaatchaache_strong-spirit_CGL|iilaaxbaatchaache
03124_s_b_iilaaxbaatchaache_strong-spirit_CGL|iilaaxbaatchaache
03128_b_ammakaalatche_spiritual_CGL|ammakaalatche
03131_baleishtanneetalahaaweessaa_as-far-as-the-eye-can-see_FemaleCitation_CGL_2|baleishtanneetalahaaweessaa
03131_baleishtanneetalahaaweessaa_as-far-as-the-eye-can-see_FemaleCitation_CGL_3|baleishtanneetalahaaweessaa
03132_b_baheeleetdiak_outgoing_CGL|baheeleetdiak
03138_b_aleetcheelatdeedak_intense_CGL|aleetcheelatdeedak
03138_s_b_aleetcheelatdeedak_intense_CGL|aleetcheelatdeedak
03139_b_baaiwaachissak_easygoing_CGL|baaiwaachissak
03139_s_b_baaiwaachissak_easygoing_CGL|baaiwaachissak
03141_b_daassatchissak_sadmelancholic_CGL|daassatchissak
03141_s_b_daassatchissak_sadmelancholic_CGL|daassatchissak
03142_b_balashitcheeitchik_logical_CGL|balashitcheeitchik
03142_s_b_balashitcheeitchik_logical_CGL|balashitcheeitchik
03144_b_baahiilissak_impulsive_CGL|baahiilissak
03144_s_b_baahiilissak_impulsive_CGL|baahiilissak
03145_b_ikulutchuuwatchaachile_flamboyantflashy_CGL|ikulutchuuwatchaachile
03145_s_b_ikulutchuuwatchaachile_flamboyantflashy_CGL|ikulutchuuwatchaachile
03147_b_ammalascheeitchissak_bad-mental-state_CGL|ammalascheeitchissak
03147_s_b_ammalascheeitchissak_bad-mental-state_CGL|ammalascheeitchissak
03148_b_ammalashische_ones-thoughts_CGL|ammalashische
03151_b_dischaaki_take-heed_CGL|dischaaki
03151_s_b_dischaaki_take-heed_CGL|dischaaki
03152_aatcheewixua_to-overflow-to-spill-over_AudioBank_CGL_2|aatcheewixua
03152_aatcheewixua_to-overflow-to-spill-over_AudioBank_CGL_3|aatcheewixua
03152_aatcheewixua_to-overflow-to-spill-over_AudioBank_CGL_4|aatcheewixua
03152_aatcheewixua_to-overflow-to-spill-over_FemaleCitation_CGL_1|aatcheewixua
03152_aatcheewixua_to-overflow-to-spill-over_FemaleStem_CGL_1|aatcheewixua
03152_b_awaassika_be-on-the-lookout_CGL|awaassika
03152_s_b_awaassika_be-on-the-lookout_CGL|awaassika
03154_b_iasseekkaashe_vigilant_CGL|iasseekkaashe
03154_s_b_iasseekkaashe_vigilant_CGL|iasseekkaashe
03156_b_iihawissak_coherent_CGL|iihawissak
03156_s_b_iihawissak_coherent_CGL|iihawissak
03158_b_baalishitche_mindful_CGL|baalishitche
03158_s_b_baalishitche_mindful_CGL|baalishitche
03160_b_baalasshichisaak_unaware_CGL|baalasshichisaak
03160_s_b_baalasshichisaak_unaware_CGL|baalasshichisaak
03161_b_baalasshitchaleetak_unmindful_CGL|baalasshitchaleetak
03161_s_b_baalasshitchaleetak_unmindful_CGL|baalasshitchaleetak
03162_b_baahiilisshialeechik_bored_CGL|baahiilisshialeechik
03162_s_b_baahiilisshialeechik_bored_CGL|baahiilisshialeechik
03164_b_ihchekoohissak_flightynot-all-there_CGL|ihchekoohissak
03164_s_b_ihchekoohissak_flightynot-all-there_CGL|ihchekoohissak
03165_aatchelee_to-climb-over_FemaleCitation_CGL_1|aatchelee
03165_aatchelee_to-climb-over_FemaleStem_CGL_1|aatchelee
03167_b_awakaheek_to-spot_CGL|awakaheek
03167_s_b_awakaheek_to-spot_CGL|awakaheek
03171_aatcheleehche_to-overshoot_FemaleCitation_CGL_1|aatcheleehche
03171_aatcheleehche_to-overshoot_FemaleStem_CGL_1|aatcheleehche
03177_b_chicheeshcheekia_call-attention-to_CGL|chicheeshcheekia
03177_s_b_chicheeshcheekia_call-attention-to_CGL|chicheeshcheekia
03180_b_baachilaasshischile_concentrate_CGL|baachilaasshischile
03180_s_b_baachilaasshischile_concentrate_CGL|baachilaasshischile
03181_b_ihashbaliawaaheek_turn-attention-elsewhere_CGL|ihashbaliawaaheek
03181_s_b_ihashbaliawaaheek_turn-attention-elsewhere_CGL|ihashbaliawaaheek
03183_b_kammashhitcisseek_stop-paying-attention_CGL|kammashhitcisseek
03185_b_iiliikuuhku_get-someones-attention_CGL|iiliikuuhku
03185_s_b_iiliikuuhku_get-someones-attention_CGL|iiliikuuhku
03186_iliihche-baashihcheessee_not-be-bothered-not-waste_FemaleCitation_CGL_1|iliihche baashihcheessee
03186_iliihche-baashihcheessee_not-be-bothered-not-waste_FemaleCitation_CGL_2|iliihche baashihcheessee
03187_s_b_ammalisshishche-ahuuk_paying-attention-to-multiple-things_CGL|ammalisshishche ahuuk
03189_aatchewaaiiwishdia_to-overcharge_FemaleCitation_CGL_1|aatchewaaiiwishdia
03189_aatchewaaiiwishdia_to-overcharge_FemaleStem_CGL_1|aatchewaaiiwishdia
03194_s_b_akawakassaaitbeeweek_ignore-someone-rudely_CGL|akawakassaaitbeeweek
03198_s_b_aahkbaahlishitcheh_think-that_CGL|aahkbaahlishitcheh
03199_s_b_daahshitdek_thought_CGL|daahshitdek
03200_b_baahlaashiikem_mind_CGL|baahlaashiikem
03201_s_b_chilishichikaashik_Thinking-thoroughly_CGL|chilishichikaashik
03203_s_b_chilichisaak_overlook_CGL|chilichisaak
03204_b_baahlaashdek_care-about_CGL|baahlaashdek
03204_s_b_baahlaashdek_care-about_CGL|baahlaashdek
03231_akbaachilasshihchikaashe_wiseman_FemaleCitation_CGL_1|akbaachilasshihchikaashe
03242_baalaasaxchiia_gut-feeling-to-have-a_FemaleCitation_CGL_1|baalaasaxchiia
03242_baalaasaxchiia_gut-feeling-to-have-a_FemaleStem_CGL_2|baalaasaxchiia
03246_aatchessaalee_to-go-over_AudioBank_CGL_1|aatchessaalee
03246_aatchessaalee_to-go-over_AudioBank_CGL_3|aatchessaalee
03246_aatchessaalee_to-go-over_FemaleCitation_CGL_1|aatchessaalee
03246_aatchessaalee_to-go-over_FemaleStem_CGL_1|aatchessaalee
03249_baakakehchewia_reiterate-_FemaleCitation_CGL_1|baakakehchewia
03249_baakakehchewia_reiterate-_FemaleCitation_CGL_2|baakakehchewia
03249_baakakehchewia_reiterate-_FemaleStem_CGL_2|baakakehchewia
03258_itchikaashissee_not-in-good-condition_FemaleCitation_CGL_1|itchikaashissee
03258_itchikaashissee_not-in-good-condition_FemaleStem_CGL_2|itchikaashissee
03258_itchikaashissee_not-in-good-condition_FemaleStem_CGL_3|itchikaashissee
03471_baashdasshihchihche_someone-who-likes-to-cont_FemaleCitation_CGL_1|baashdasshihchihche
03471_baashdasshihchihche_someone-who-likes-to-cont_FemaleStem_CGL_2|baashdasshihchihche
03503_isaaktateeo_sage--capable--assertive_FemaleCitation_CGL_2|isaaktateeo
03618_Biliilikisshe-Annuucheepe_Red-Lodge-Montana_FemaleCitation_CGL_1|Biliilikisshe annuucheepe
03618_Biliilikisshe-Annuucheepe_Red-Lodge-Montana_FemaleCitation_CGL_2|Biliilikisshe annuucheepe
03685_heelakoowihche_intercede-intercession_FemaleCitation_CGL_1|heelakoowihche
03685_heelakoowihche_intercede-intercession_FemaleCitation_CGL_2|heelakoowihche
03685_heelakoowihche_intercede-intercession_FemaleStem_CGL_1|heelakoowihche
03757_akbaalakaaeeche_guide_FemaleCitation_CGL_2|akbaalakaaeeche
03770_bisheewaaluushissee_snakeweed_FemaleStem_CGL_1|bisheewaaluushissee
03959_cheetisbaailichitche_false-tarragon--sagewort-_FemaleCitation_CGL_1|cheetisbaailichitche
03959_cheetisbaailichitche_false-tarragon--sagewort-_FemaleCitation_CGL_2|cheetisbaailichitche
03959_cheetisbaailichitche_false-tarragon--sagewort-_FemaleCitation_CGL_3|cheetisbaailichitche
04207_chilaxiaxii_eat-up_FemaleCitation_CGL_2|chilaxiaxii
04207_chilaxiaxii_eat-up_FemaleStem_CGL_2|chilaxiaxii
04264_chipaxsache-_probe-again-poke-knead-br_FemaleCitation_CGL_1|chipaxsache
04264_chipaxsache-_probe-again-poke-knead-br_FemaleStem_CGL_1|chipaxsache
04265_chipaxxiia-_crooked--bent_FemaleCitation_CGL_1|chipaxxiia
04265_chipaxxiia-_crooked--bent_FemaleStem_CGL_2|chipaxxiia
04277_chisahche-_share--give-back--a-gift-_FemaleCitation_CGL_2|chisahche
04277_chisahche-_share--give-back--a-gift-_FemaleStem_CGL_2|chisahche
04338_chuuxxaxe-_go-sideways--slanted_FemaleCitation_CGL_2|chuuxxaxe
04338_chuuxxaxe-_go-sideways--slanted_FemaleStem_CGL_2|chuuxxaxe
04342_chuua_other-of-a-pair--one-of-a_FemaleCitation_CGL_1|chuua
04342_chuua_other-of-a-pair--one-of-a_FemaleStem_CGL_1|chuua
04376_daachilee-_draw--attract-toward_FemaleCitation_CGL_2|daachilee
04376_daachilee-_draw--attract-toward_FemaleStem_CGL_1|daachilee
04397_daaksheelituua-_striking-of-the-enemy_FemaleCitation_CGL_1|daaksheelituua
04397_daaksheelituua-_striking-of-the-enemy_FemaleStem_CGL_1|daaksheelituua
04422_daasalakoote-_assumption--that-which-is_FemaleCitation_CGL_1|daasalakoote
04422_daasalakoote-_assumption--that-which-is_FemaleStem_CGL_1|daasalakoote
04424_daasannialia-_do-as-one-pleases--have-a_FemaleCitation_CGL_2|daasannialia
04424_daasannialia-_do-as-one-pleases--have-a_FemaleStem_CGL_2|daasannialia
04427_daasatchuche-_stoic--strong-hearted--pa_FemaleCitation_CGL_2|daasatchuche
04427_daasatchuche-_stoic--strong-hearted--pa_FemaleStem_CGL_2|daasatchuche
04435_daasbahtde-_quick-tempered--hot-tempe_FemaleCitation_CGL_2|daasbahtde
04435_daasbahtde-_quick-tempered--hot-tempe_FemaleStem_CGL_2|daasbahtde
04446_daasdia-_make-up-ones-mind_FemaleCitation_CGL_2|daasdia
04446_daasdia-_make-up-ones-mind_FemaleStem_CGL_2|daasdia
04447_daasdiakaashe-_to-be-strong_FemaleCitation_CGL_2|daasdiakaashe
04447_daasdiakaashe-_to-be-strong_FemaleStem_CGL_2|daasdiakaashe
04451_daasduupe-_uncertain--mixed-feelings_FemaleCitation_CGL_2|daasduupe
04451_daasduupe-_uncertain--mixed-feelings_FemaleStem_CGL_2|daasduupe
04463_daase-dia-_make-up-ones-mind--be-wil_FemaleCitation_CGL_2|daase dia
04463_daase-dia-_make-up-ones-mind--be-wil_FemaleStem_CGL_2|daase dia
04487_daashilia-_touch-hisher-heart--take-_FemaleCitation_CGL_1|daashilia
04487_daashilia-_touch-hisher-heart--take-_FemaleStem_CGL_2|daashilia
04511_daaskookaate-_tiny--little_FemaleCitation_CGL_3|daaskookaate
04511_daaskookaate-_tiny--little_FemaleStem_CGL_4|daaskookaate
04525_ammaashchiilasshipuua_history_FemaleCitation_CGL_2|ammaashchiilasshipuua
04527_baakalashia-iichilasshihche_archaeologist_FemaleCitation_CGL_2|baakalashia iichilasshihche
04528_daastaahiluua-_be-in-agreement-used-only_FemaleCitation_CGL_3|daastaahiluua
04528_daastaahiluua-_be-in-agreement-used-only_FemaleStem_CGL_4|daastaahiluua
04530_daasxawiia-_to-make-someone-sad_FemaleCitation_CGL_2|daasxawiia
04530_daasxawiia-_to-make-someone-sad_FemaleStem_CGL_2|daasxawiia
04538_daatalapapasshe-_fleshy-part-of-calf_FemaleCitation_CGL_2|daatalapapasshe
04552_daawihka-_go-ahead-start-singing_FemaleCitation_CGL_1|daawihka
04553_daawii-_three_FemaleCitation_CGL_1|daawii
04553_daawii-_three_FemaleStem_CGL_1|daawii
04555_daaxee-_inside-of-thigh_FemaleCitation_CGL_1|daaxee
04558_daaxeeche-_tear-with-the-teeth_FemaleCitation_CGL_2|daaxeeche
04558_daaxeeche-_tear-with-the-teeth_FemaleStem_CGL_1|daaxeeche
04565_daaxpisaache-_very-pretty-showy-stunnin_FemaleCitation_CGL_1|daaxpisaache
04565_daaxpisaache-_very-pretty-showy-stunnin_FemaleStem_CGL_2|daaxpisaache
04569_daaxtakaata-_flaky--crispy--fragile_FemaleCitation_CGL_1|daaxtakaata
04569_daaxtakaata-_flaky--crispy--fragile_FemaleStem_CGL_2|daaxtakaata
04571_daaxooche-_suck-in-eating--draw-liqu_FemaleCitation_CGL_2|daaxooche
04571_daaxooche-_suck-in-eating--draw-liqu_FemaleStem_CGL_4|daaxooche
04576_dachkannee_drizzle-mist_FemaleCitation_CGL_1|dachkannee
04576_dachkannee_drizzle-mist_FemaleStem_CGL_1|dachkannee
04576_dachkannee_drizzle-mist_FemaleStem_CGL_2|dachkannee
04581_dachkisshe-_abrasion-scraping-your-sk_FemaleCitation_CGL_1|dachkisshe
04581_dachkisshe-_abrasion-scraping-your-sk_FemaleStem_CGL_2|dachkisshe
04740_dashke_fell_FemaleCitation_CGL_2|dashke
04740_dashke_fell_FemaleStem_CGL_2|dashke
04794_dasshusshisee-_break-with-teeth_FemaleCitation_CGL_2|dasshusshisee
04794_dasshusshisee-_break-with-teeth_FemaleStem_CGL_2|dasshusshisee
04795_dasshusshua-_rough-bumpy_FemaleCitation_CGL_2|dasshusshua
04795_dasshusshua-_rough-bumpy_FemaleStem_CGL_2|dasshusshua
04818_datchiitchiihche-_to-trot-as-a-horse_FemaleCitation_CGL_1|datchiitchiihche
04818_datchiitchiihche-_to-trot-as-a-horse_FemaleStem_CGL_1|datchiitchiihche
04819_datchilua-_to-slide-down-a-hill-to-s_FemaleCitation_CGL_3|datchilua
04819_datchilua-_to-slide-down-a-hill-to-s_FemaleStem_CGL_2|datchilua
04927_isaahkuawiannuushiia_fathers-ex-wives_FemaleCitation_CGL_2|isaahkuawiannuushiia
04962_dee_go_FemaleCitation_CGL_1|dee
04962_dee_go_FemaleStem_CGL_1|dee
05037_doosxii_approach--come-near--real_FemaleCitation_CGL_1|doosxii
05037_doosxii_approach--come-near--real_FemaleStem_CGL_1|doosxii
05096_dusshipe_set-free--untie_FemaleCitation_CGL_1|dusshipe
05096_dusshipe_set-free--untie_FemaleStem_CGL_1|dusshipe
05353_akbaakooweeche_stage-hand_FemaleCitation_CGL_2|akbaakooweeche
05353_akbaakooweeche_stage-hand_FemaleCitation_CGL_3|akbaakooweeche
05410_baawaalaasehkuua_time-keeper--the-one-who-_FemaleCitation_CGL_2|baawaalaasehkuua
05417_buupche-awehtaalahkuua_dribble_FemaleCitation_CGL_1|buupche awehtaalahkuua
05417_buupche-awehtaalahkuua_dribble_FemaleStem_CGL_1|buupche awehtaalahkuua
05424_ammaachaxpiluua_gymnasium--where-they-pla_FemaleCitation_CGL_1|ammaachaxpiluua
05464_baawachiliitua_puzzle--connecting-things_FemaleCitation_CGL_1|baawachiliitua
05464_baawachiliituua_puzzle--connecting-things_FemaleStem_CGL_1|baawachiliituua
05541_ichisshdee_going-backward-fall-into-_FemaleCitation_CGL_1|ichisshdee
05541_ichisshdee_going-backward-fall-into-_FemaleStem_CGL_2|ichisshdee
05559_saammaatdeewi_describes-someone-who-doe_FemaleStem_CGL_2|saammaatdeewi
05574_hawassaahtuua_-belittle--put-down_FemaleCitation_CGL_2|hawassaahtuua
05574_hawassaahtuua_-belittle--put-down_FemaleStem_CGL_1|hawassaahtuua
05575_batchooleeiikisshe_sensitive_FemaleCitation_CGL_1|batchooleeiikisshe
05575_batchooleeiikisshe_sensitive_FemaleStem_CGL_2|batchooleeiikisshe
05761_baammaahoole_disloyal--wishy-washy--wa_FemaleCitation_CGL_1|baammaahoole
05761_baammaahoole_disloyal--wishy-washy--wa_FemaleStem_CGL_2|baammaahoole
05773_bihchiwaxaassee_keep-your-temper--holding_FemaleCitation_CGL_1|bihchiwaxaassee
05773_ihchilaxaassee_stopping-yourself-from-do_FemaleCitation_CGL_3|ihchilaxaassee
05773_ihchilaxaassee_stopping-yourself-from-do_FemaleStem_CGL_2|ihchilaxaassee
05773_ihchiwaxaassee_keep-your-temper--holding_FemaleCitation_CGL_2|ihchiwaxaassee
05930_binnaawishe_shield_FemaleCitation_CGL_2|binnaawishe
05930_binnaawishe_shield_FemaleCitation_CGL_3|binnaawishe
05998_koocheessee_dont-do-it-emphatic--dont_FemaleCitation_CGL_1|koocheessee
05998_koocheessee_dont-do-it-emphatic--dont_FemaleCitation_CGL_2|koocheessee
05998_koocheessee_dont-do-it-emphatic--dont_FemaleStem_CGL_1|koocheessee
06010_bacheeitchihche_appoint-to-a-position-of-_FemaleCitation_CGL_1|bacheeitchihche
06010_bacheeitchihche_appoint-to-a-position-of-_FemaleStem_CGL_1|bacheeitchihche
06012_kowaaikuchkehche_delegating-tasks--plannin_FemaleCitation_CGL_1|kowaaikuchkehche
06012_kowaaikuchkehche_delegating-tasks--plannin_FemaleStem_CGL_1|kowaaikuchkehche
06012_kowaaikuchkehche_delegating-tasks--plannin_FemaleStem_CGL_2|kowaaikuchkehche
06017_diahche_empower_FemaleCitation_CGL_1|diahche
06017_diahche_empower_FemaleStem_CGL_1|diahche
06019_baaiikukko_obey_FemaleCitation_CGL_1|baaiikukko
06019_baaiikukko_obey_FemaleStem_CGL_1|baaiikukko
06022_iliiiikukko_listen-up--pay-attention-_FemaleCitation_CGL_1|iliiiikukko
06022_iliiiikukko_listen-up--pay-attention-_FemaleStem_CGL_1|iliiiikukko
06022_iliiiikukko_listen-up--pay-attention-_FemaleStem_CGL_2|iliiiikukko
06022_iliiiikukko_listen-up--pay-attention-_MaleCitation_CGL_2|iliiiikukko
06022_iliiiikukko_listen-up--pay-attention-_MaleCitation_CGL_3|iliiiikukko
06024_baachikitchee_respectful-law-abiding_FemaleCitation_CGL_1|baachikitchee
06024_baachikitchee_respectful-law-abiding_FemaleStem_CGL_1|baachikitchee
06031_baaehcheleettaahile_really-doesnt-know-anythi_FemaleCitation_CGL_1|baaehcheleettaahile
06031_baaehcheleettaahile_really-doesnt-know-anythi_FemaleStem_CGL_1|baaehcheleettaahile
06031_baaehcheleettaahile_really-doesnt-know-anythi_FemaleStem_CGL_2|baaehcheleettaahile
06036_iliikalatchessee_not-believe-what-hes-sayi_FemaleCitation_CGL_1|iliikalatchessee
06036_iliikalatchessee_not-believe-what-hes-sayi_FemaleStem_CGL_1|iliikalatchessee
06063_iihkupe_placenta_FemaleStem_CGL_1|iihkupe
06063_iihkupe_placenta_FemaleStem_CGL_2|iihkupe
06065_ammacheehche_empower_FemaleCitation_CGL_2|ammacheehche
06065_ammacheehche_empower_FemaleStem_CGL_1|ammacheehche
06083_iiiipchichipaxxaxxe_greasewood_FemaleCitation_CGL_2|iiiipchichipaxxaxxe
06083_iiiipchichipaxxaxxe_greasewood_FemaleCitation_CGL_3|iiiipchichipaxxaxxe
06093_ichkaataache_the-bottom-of-the-totem-p_FemaleCitation_CGL_2|ichkaataache
06093_ichkaataache_the-bottom-of-the-totem-p_FemaleCitation_CGL_3|ichkaataache
06094_iiikaatuua_foreman_FemaleCitation_CGL_2|iiikaatuua
06094_iiikaatuua_foreman_FemaleCitation_CGL_3|iiikaatuua
06094_iiikaatuua_foreman_FemaleCitation_CGL_4|iiikaatuua
06098_ammaalaahuwishkaashe_from-a-family-with-high-m_FemaleCitation_CGL_1|ammaalaahuwishkaashe
06160_iisakiilia_represent-to-spokesperson_FemaleCitation_CGL_1|iisakiilia
06160_iisakiilia_represent-to-spokesperson_FemaleStem_CGL_1|iisakiilia
06160_iisakiilia_represent-to-spokesperson_FemaleStem_CGL_2|iisakiilia
06182_ashheele_downtown_FemaleCitation_CGL_1|ashheele
06248_iipassaatdee_dip-in-the-soup_FemaleCitation_CGL_1|iipassaatdee
06248_iipassaatdee_dip-in-the-soup_FemaleStem_CGL_1|iipassaatdee
06338_bachichuuleekaasuua_rivalry-especially-siblin_FemaleCitation_CGL_1|bachichuuleekaasuua
06338_bachichuuleekaasuua_rivalry-especially-siblin_FemaleStem_CGL_1|bachichuuleekaasuua
